time[sec],yaw,pitch,roll,x,y,z,acc_x,acc_y,acc_z,omega_x,omega_y,omega_z
21.580000000000002,0.0,0.0,0.0,116.9251550029942,0.0,0.0,0.501635451952093,0.0,0.0,0.0,0.0,0.0
21.585,0.0,0.0,0.0,116.0507934584889,0.0,0.0,0.5047601383998247,0.0,0.0,0.0,0.0,0.0
21.59,0.0,0.0,0.0,117.04625676920418,0.0,0.0,0.48806953831765093,0.0,0.0,0.0,0.0,0.0
21.595,0.0,0.0,0.0,115.99659021505438,0.0,0.0,0.4975710794444354,0.0,0.0,0.0,0.0,0.0
21.6,0.0,0.0,0.0,116.78568244450565,0.0,0.0,0.4963632884045069,0.0,0.0,0.0,0.0,0.0
21.605,0.0,0.0,0.0,116.3681059956692,0.0,0.0,0.4969787705161188,0.0,0.0,0.0,0.0,0.0
21.61,0.0,0.0,0.0,117.03265684344976,0.0,0.0,0.5140104544804234,0.0,0.0,0.0,0.0,0.0
21.615000000000002,0.0,0.0,0.0,116.43645891603637,0.0,0.0,0.4992949122019209,0.0,0.0,0.0,0.0,0.0
21.62,0.0,0.0,0.0,116.8423132917453,0.0,0.0,0.49858184505043224,0.0,0.0,0.0,0.0,0.0
21.625,0.0,0.0,0.0,116.57493400064075,0.0,0.0,0.4971372184682554,0.0,0.0,0.0,0.0,0.0
21.63,0.0,0.0,0.0,116.5172271010539,0.0,0.0,0.5077054259100267,0.0,0.0,0.0,0.0,0.0
21.635,0.0,0.0,0.0,116.65135683717229,0.0,0.0,0.4988235725526529,0.0,0.0,0.0,0.0,0.0
21.64,0.0,0.0,0.0,116.93573356564397,0.0,0.0,0.49563987333076687,0.0,0.0,0.0,0.0,0.0
21.645,0.0,0.0,0.0,116.49705894828597,0.0,0.0,0.5003739022260376,0.0,0.0,0.0,0.0,0.0
21.650000000000002,0.0,0.0,0.0,117.34983573216054,0.0,0.0,0.5062941980946306,0.0,0.0,0.0,0.0,0.0
21.655,0.0,0.0,0.0,117.03112342473202,0.0,0.0,0.5067688188124794,0.0,0.0,0.0,0.0,0.0
21.66,0.0,0.0,0.0,116.67361023781389,0.0,0.0,0.5030664071192783,0.0,0.0,0.0,0.0,0.0
21.665,0.0,0.0,0.0,116.98020126099266,0.0,0.0,0.49146272645352135,0.0,0.0,0.0,0.0,0.0
21.67,0.0,0.0,0.0,117.17408188977727,0.0,0.0,0.5192770270450189,0.0,0.0,0.0,0.0,0.0
21.675,0.0,0.0,0.0,116.5561017328022,0.0,0.0,0.5001589204384413,0.0,0.0,0.0,0.0,0.0
21.68,0.0,0.0,0.0,117.56048692269174,0.0,0.0,0.48748774543492873,0.0,0.0,0.0,0.0,0.0
21.685,0.0,0.0,0.0,117.49233736944623,0.0,0.0,0.5123539641157115,0.0,0.0,0.0,0.0,0.0
21.69,0.0,0.0,0.0,117.39475679032326,0.0,0.0,0.49686669886238527,0.0,0.0,0.0,0.0,0.0
21.695,0.0,0.0,0.0,116.67853101382626,0.0,0.0,0.5018140455325839,0.0,0.0,0.0,0.0,0.0
21.7,0.0,0.0,0.0,118.10223917448882,0.0,0.0,0.49853451498556317,0.0,0.0,0.0,0.0,0.0
21.705000000000002,0.0,0.0,0.0,117.5628857104237,0.0,0.0,0.5076128997276483,0.0,0.0,0.0,0.0,0.0
21.71,0.0,0.0,0.0,118.18295669855293,0.0,0.0,0.492871065601065,0.0,0.0,0.0,0.0,0.0
21.715,0.0,0.0,0.0,117.89059724777363,0.0,0.0,0.48793635184351986,0.0,0.0,0.0,0.0,0.0
21.72,0.0,0.0,0.0,117.87804600397995,0.0,0.0,0.5038403798448382,0.0,0.0,0.0,0.0,0.0
21.725,0.0,0.0,0.0,117.4987600780565,0.0,0.0,0.495813070742782,0.0,0.0,0.0,0.0,0.0
21.73,0.0,0.0,0.0,117.21253751688398,0.0,0.0,0.4807993664926703,0.0,0.0,0.0,0.0,0.0
21.735,0.0,0.0,0.0,118.21599051899194,0.0,0.0,0.5105687988056099,0.0,0.0,0.0,0.0,0.0
21.740000000000002,0.0,0.0,0.0,118.3156558413793,0.0,0.0,0.4962399790464614,0.0,0.0,0.0,0.0,0.0
21.745,0.0,0.0,0.0,117.91806402933318,0.0,0.0,0.5067941145225809,0.0,0.0,0.0,0.0,0.0
21.75,0.0,0.0,0.0,117.09101509116245,0.0,0.0,0.5004077868857207,0.0,0.0,0.0,0.0,0.0
21.755,0.0,0.0,0.0,118.2379946197953,0.0,0.0,0.4801199009412566,0.0,0.0,0.0,0.0,0.0
21.76,0.0,0.0,0.0,117.98028091413659,0.0,0.0,0.5120734334240148,0.0,0.0,0.0,0.0,0.0
21.765,0.0,0.0,0.0,118.64484354257553,0.0,0.0,0.49824258328832655,0.0,0.0,0.0,0.0,0.0
21.77,0.0,0.0,0.0,118.43454244968758,0.0,0.0,0.5016496891810446,0.0,0.0,0.0,0.0,0.0
21.775000000000002,0.0,0.0,0.0,118.08158028062545,0.0,0.0,0.4827969316325222,0.0,0.0,0.0,0.0,0.0
21.78,0.0,0.0,0.0,118.4255920868323,0.0,0.0,0.5055821648361775,0.0,0.0,0.0,0.0,0.0
21.785,0.0,0.0,0.0,118.3412626939783,0.0,0.0,0.49982621155891005,0.0,0.0,0.0,0.0,0.0
21.79,0.0,0.0,0.0,118.98302352381305,0.0,0.0,0.5048647431984009,0.0,0.0,0.0,0.0,0.0
21.795,0.0,0.0,0.0,118.61592071992064,0.0,0.0,0.49830660739224525,0.0,0.0,0.0,0.0,0.0
21.8,0.0,0.0,0.0,119.16722657758937,0.0,0.0,0.5041506798528493,0.0,0.0,0.0,0.0,0.0
21.805,0.0,0.0,0.0,118.3943532736207,0.0,0.0,0.5097688634883506,0.0,0.0,0.0,0.0,0.0
21.81,0.0,0.0,0.0,117.98857797654135,0.0,0.0,0.49348351612254726,0.0,0.0,0.0,0.0,0.0
21.815,0.0,0.0,0.0,119.0923820429991,0.0,0.0,0.49765235133553176,0.0,0.0,0.0,0.0,0.0
21.82,0.0,0.0,0.0,118.76410982634471,0.0,0.0,0.5105950437099485,0.0,0.0,0.0,0.0,0.0
21.825,0.0,0.0,0.0,119.34507429946743,0.0,0.0,0.508361465691115,0.0,0.0,0.0,0.0,0.0
21.830000000000002,0.0,0.0,0.0,118.5724625941574,0.0,0.0,0.5052115734594963,0.0,0.0,0.0,0.0,0.0
21.835,0.0,0.0,0.0,118.93896801167024,0.0,0.0,0.5030985629854264,0.0,0.0,0.0,0.0,0.0
21.84,0.0,0.0,0.0,119.52152372690615,0.0,0.0,0.49882642972633195,0.0,0.0,0.0,0.0,0.0
21.845,0.0,0.0,0.0,119.23012634204285,0.0,0.0,0.512300901478671,0.0,0.0,0.0,0.0,0.0
21.85,0.0,0.0,0.0,119.5412562770787,0.0,0.0,0.49801508955357787,0.0,0.0,0.0,0.0,0.0
21.855,0.0,0.0,0.0,119.16719552176596,0.0,0.0,0.512060124214665,0.0,0.0,0.0,0.0,0.0
21.86,0.0,0.0,0.0,119.37801793682101,0.0,0.0,0.48613184567938733,0.0,0.0,0.0,0.0,0.0
21.865000000000002,0.0,0.0,0.0,119.61846916108878,0.0,0.0,0.49596688131651206,0.0,0.0,0.0,0.0,0.0
21.87,0.0,0.0,0.0,118.91059141571225,0.0,0.0,0.4850053230784329,0.0,0.0,0.0,0.0,0.0
21.875,0.0,0.0,0.0,119.63008459041642,0.0,0.0,0.4964229221883499,0.0,0.0,0.0,0.0,0.0
21.88,0.0,0.0,0.0,119.17075241368208,0.0,0.0,0.48980442693650633,0.0,0.0,0.0,0.0,0.0
21.885,0.0,0.0,0.0,119.37665789380577,0.0,0.0,0.48233201339172305,0.0,0.0,0.0,0.0,0.0
21.89,0.0,0.0,0.0,119.35458540493144,0.0,0.0,0.4899384854606456,0.0,0.0,0.0,0.0,0.0
21.895,0.0,0.0,0.0,119.24714951302823,0.0,0.0,0.4943413973644993,0.0,0.0,0.0,0.0,0.0
21.900000000000002,0.0,0.0,0.0,119.71577737939742,0.0,0.0,0.5054373407792305,0.0,0.0,0.0,0.0,0.0
21.905,0.0,0.0,0.0,120.31771834777656,0.0,0.0,0.47349403608037605,0.0,0.0,0.0,0.0,0.0
21.91,0.0,0.0,0.0,120.66760410270453,0.0,0.0,0.5105316676078434,0.0,0.0,0.0,0.0,0.0
21.915,0.0,0.0,0.0,119.44619811326312,0.0,0.0,0.48766181880970133,0.0,0.0,0.0,0.0,0.0
21.92,0.0,0.0,0.0,119.57213244695097,0.0,0.0,0.49360891225210257,0.0,0.0,0.0,0.0,0.0
21.925,0.0,0.0,0.0,119.8673082541975,0.0,0.0,0.49201395229619865,0.0,0.0,0.0,0.0,0.0
21.93,0.0,0.0,0.0,120.31828734285897,0.0,0.0,0.49655061977398757,0.0,0.0,0.0,0.0,0.0
21.935,0.0,0.0,0.0,119.73116863540909,0.0,0.0,0.5024432310523874,0.0,0.0,0.0,0.0,0.0
21.94,0.0,0.0,0.0,119.61968606674458,0.0,0.0,0.47019545689267156,0.0,0.0,0.0,0.0,0.0
21.945,0.0,0.0,0.0,120.51894252044772,0.0,0.0,0.49611053633928376,0.0,0.0,0.0,0.0,0.0
21.95,0.0,0.0,0.0,120.27353640947584,0.0,0.0,0.5056728539835306,0.0,0.0,0.0,0.0,0.0
21.955000000000002,0.0,0.0,0.0,120.37166609279896,0.0,0.0,0.5029749504506386,0.0,0.0,0.0,0.0,0.0
21.96,0.0,0.0,0.0,120.58407638797823,0.0,0.0,0.510749491014545,0.0,0.0,0.0,0.0,0.0
21.965,0.0,0.0,0.0,120.7450497154007,0.0,0.0,0.49349009440806985,0.0,0.0,0.0,0.0,0.0
21.97,0.0,0.0,0.0,120.37588246089469,0.0,0.0,0.5119329648340529,0.0,0.0,0.0,0.0,0.0
21.975,0.0,0.0,0.0,120.54492338152447,0.0,0.0,0.5158733552642317,0.0,0.0,0.0,0.0,0.0
21.98,0.0,0.0,0.0,120.30549329963087,0.0,0.0,0.4968127131270229,0.0,0.0,0.0,0.0,0.0
21.985,0.0,0.0,0.0,121.23064039354874,0.0,0.0,0.5029824992996478,0.0,0.0,0.0,0.0,0.0
21.990000000000002,0.0,0.0,0.0,121.17118573706735,0.0,0.0,0.5088941353977391,0.0,0.0,0.0,0.0,0.0
21.995,0.0,0.0,0.0,120.5348035524656,0.0,0.0,0.5019985051082076,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,120.60663268965097,0.0,0.0,0.49193243125711283,0.0,0.0,0.0,0.0,0.0
22.005,0.0,0.0,0.0,120.48301183582427,0.0,0.0,0.5089064513444379,0.0,0.0,0.0,0.0,0.0
22.01,0.0,0.0,0.0,120.96928912795214,0.0,0.0,0.4902713458067527,0.0,0.0,0.0,0.0,0.0
22.015,0.0,0.0,0.0,120.94144090855539,0.0,0.0,0.4734149647404812,0.0,0.0,0.0,0.0,0.0
22.02,0.0,0.0,0.0,120.58334297545484,0.0,0.0,0.5041431019817089,0.0,0.0,0.0,0.0,0.0
22.025000000000002,0.0,0.0,0.0,120.44349281158158,0.0,0.0,0.4946374254639024,0.0,0.0,0.0,0.0,0.0
22.03,0.0,0.0,0.0,121.72533439053609,0.0,0.0,0.514447655132174,0.0,0.0,0.0,0.0,0.0
22.035,0.0,0.0,0.0,121.88368467512632,0.0,0.0,0.505968337428267,0.0,0.0,0.0,0.0,0.0
22.04,0.0,0.0,0.0,121.16379619154985,0.0,0.0,0.4985891827739445,0.0,0.0,0.0,0.0,0.0
22.045,0.0,0.0,0.0,121.16411683076282,0.0,0.0,0.5026063749878501,0.0,0.0,0.0,0.0,0.0
22.05,0.0,0.0,0.0,121.53894322710234,0.0,0.0,0.49884509575149133,0.0,0.0,0.0,0.0,0.0
22.055,0.0,0.0,0.0,121.53727699978627,0.0,0.0,0.5068473756539064,0.0,0.0,0.0,0.0,0.0
22.06,0.0,0.0,0.0,121.91541367435657,0.0,0.0,0.48910005494246994,0.0,0.0,0.0,0.0,0.0
22.065,0.0,0.0,0.0,121.67741578442327,0.0,0.0,0.4850876281247208,0.0,0.0,0.0,0.0,0.0
22.07,0.0,0.0,0.0,121.98311641158162,0.0,0.0,0.5077121588683206,0.0,0.0,0.0,0.0,0.0
22.075,0.0,0.0,0.0,121.61422143302983,0.0,0.0,0.4989310301650814,0.0,0.0,0.0,0.0,0.0
22.080000000000002,0.0,0.0,0.0,121.73211195291545,0.0,0.0,0.5250459411664289,0.0,0.0,0.0,0.0,0.0
22.085,0.0,0.0,0.0,122.02416093634794,0.0,0.0,0.48898601020109717,0.0,0.0,0.0,0.0,0.0
22.09,0.0,0.0,0.0,121.92399291863082,0.0,0.0,0.4984644328912544,0.0,0.0,0.0,0.0,0.0
22.095,0.0,0.0,0.0,122.0335728357492,0.0,0.0,0.49923917662840134,0.0,0.0,0.0,0.0,0.0
22.1,0.0,0.0,0.0,121.94815199095034,0.0,0.0,0.5017328333087709,0.0,0.0,0.0,0.0,0.0
22.105,0.0,0.0,0.0,122.41775995464612,0.0,0.0,0.49614125615862553,0.0,0.0,0.0,0.0,0.0
22.11,0.0,0.0,0.0,122.38400926276236,0.0,0.0,0.5046923680718618,0.0,0.0,0.0,0.0,0.0
22.115000000000002,0.0,0.0,0.0,122.17181141936246,0.0,0.0,0.5052984945222447,0.0,0.0,0.0,0.0,0.0
22.12,0.0,0.0,0.0,122.2072071160206,0.0,0.0,0.49029589261220274,0.0,0.0,0.0,0.0,0.0
22.125,0.0,0.0,0.0,122.0003919842591,0.0,0.0,0.5109499617254291,0.0,0.0,0.0,0.0,0.0
22.13,0.0,0.0,0.0,122.61527205262041,0.0,0.0,0.49639587693756226,0.0,0.0,0.0,0.0,0.0
22.135,0.0,0.0,0.0,123.07614963334935,0.0,0.0,0.5043459957344254,0.0,0.0,0.0,0.0,0.0
22.14,0.0,0.0,0.0,122.18435946648279,0.0,0.0,0.49021348919234403,0.0,0.0,0.0,0.0,0.0
22.145,0.0,0.0,0.0,122.53399817088737,0.0,0.0,0.49876930613337556,0.0,0.0,0.0,0.0,0.0
22.150000000000002,0.0,0.0,0.0,121.75495424271945,0.0,0.0,0.49396663065558233,0.0,0.0,0.0,0.0,0.0
22.155,0.0,0.0,0.0,122.86320051455607,0.0,0.0,0.48848194504978737,0.0,0.0,0.0,0.0,0.0
22.16,0.0,0.0,0.0,122.15305557861765,0.0,0.0,0.49584922682552346,0.0,0.0,0.0,0.0,0.0
22.165,0.0,0.0,0.0,122.95585143833927,0.0,0.0,0.5037268386200032,0.0,0.0,0.0,0.0,0.0
22.17,0.0,0.0,0.0,121.85251422824743,0.0,0.0,0.5025952255868024,0.0,0.0,0.0,0.0,0.0
22.175,0.0,0.0,0.0,122.78056140643969,0.0,0.0,0.5038090251746206,0.0,0.0,0.0,0.0,0.0
22.18,0.0,0.0,0.0,122.82895115348619,0.0,0.0,0.4778326800567987,0.0,0.0,0.0,0.0,0.0
22.185,0.0,0.0,0.0,123.18521022414286,0.0,0.0,0.4942427037351393,0.0,0.0,0.0,0.0,0.0
22.19,0.0,0.0,0.0,122.47723708633906,0.0,0.0,0.5109863655047948,0.0,0.0,0.0,0.0,0.0
22.195,0.0,0.0,0.0,122.70999017591224,0.0,0.0,0.501915861017947,0.0,0.0,0.0,0.0,0.0
22.2,0.0,0.0,0.0,122.6682771845574,0.0,0.0,0.5055800100407781,0.0,0.0,0.0,0.0,0.0
22.205000000000002,0.0,0.0,0.0,123.22427012401003,0.0,0.0,0.4946828175224955,0.0,0.0,0.0,0.0,0.0
22.21,0.0,0.0,0.0,123.20411067525647,0.0,0.0,0.4854278322166642,0.0,0.0,0.0,0.0,0.0
22.215,0.0,0.0,0.0,123.01412144495778,0.0,0.0,0.504315120974278,0.0,0.0,0.0,0.0,0.0
22.22,0.0,0.0,0.0,123.14004031444844,0.0,0.0,0.5029340069329493,0.0,0.0,0.0,0.0,0.0
22.225,0.0,0.0,0.0,123.3997871529838,0.0,0.0,0.5051507254865446,0.0,0.0,0.0,0.0,0.0
22.23,0.0,0.0,0.0,122.47440229514957,0.0,0.0,0.5144612834790202,0.0,0.0,0.0,0.0,0.0
22.235,0.0,0.0,0.0,123.28434658877688,0.0,0.0,0.4940020076926453,0.0,0.0,0.0,0.0,0.0
22.240000000000002,0.0,0.0,0.0,123.66884041443794,0.0,0.0,0.4831137029517529,0.0,0.0,0.0,0.0,0.0
22.245,0.0,0.0,0.0,124.43513338374116,0.0,0.0,0.5038406105172737,0.0,0.0,0.0,0.0,0.0
22.25,0.0,0.0,0.0,124.33997130710075,0.0,0.0,0.5044113597513806,0.0,0.0,0.0,0.0,0.0
22.255,0.0,0.0,0.0,123.29968516850606,0.0,0.0,0.4852591344206558,0.0,0.0,0.0,0.0,0.0
22.26,0.0,0.0,0.0,123.93679593885199,0.0,0.0,0.48595394429712596,0.0,0.0,0.0,0.0,0.0
22.265,0.0,0.0,0.0,123.91556765609167,0.0,0.0,0.5156902340613876,0.0,0.0,0.0,0.0,0.0
22.27,0.0,0.0,0.0,124.02938450303294,0.0,0.0,0.5108566751229733,0.0,0.0,0.0,0.0,0.0
22.275000000000002,0.0,0.0,0.0,124.07797299666399,0.0,0.0,0.49793314164225266,0.0,0.0,0.0,0.0,0.0
22.28,0.0,0.0,0.0,124.19549991148857,0.0,0.0,0.5081022013475683,0.0,0.0,0.0,0.0,0.0
22.285,0.0,0.0,0.0,124.03028497848705,0.0,0.0,0.48908880230641605,0.0,0.0,0.0,0.0,0.0
22.29,0.0,0.0,0.0,124.03716893818141,0.0,0.0,0.5003105046124542,0.0,0.0,0.0,0.0,0.0
22.295,0.0,0.0,0.0,123.98975339479341,0.0,0.0,0.49959389405924026,0.0,0.0,0.0,0.0,0.0
22.3,0.0,0.0,0.0,123.85861127011093,0.0,0.0,0.4874720897759843,0.0,0.0,0.0,0.0,0.0
22.305,0.0,0.0,0.0,124.22575700383952,0.0,0.0,0.4948715639812503,0.0,0.0,0.0,0.0,0.0
22.31,0.0,0.0,0.0,124.5637240013093,0.0,0.0,0.4955246622665308,0.0,0.0,0.0,0.0,0.0
22.315,0.0,0.0,0.0,124.81266661845473,0.0,0.0,0.48234066538471915,0.0,0.0,0.0,0.0,0.0
22.32,0.0,0.0,0.0,124.81492103714179,0.0,0.0,0.5022959903380531,0.0,0.0,0.0,0.0,0.0
22.325,0.0,0.0,0.0,124.07983250994761,0.0,0.0,0.5098286774551981,0.0,0.0,0.0,0.0,0.0
22.330000000000002,0.0,0.0,0.0,124.3682657952278,0.0,0.0,0.4954801227418328,0.0,0.0,0.0,0.0,0.0
22.335,0.0,0.0,0.0,124.70314883241313,0.0,0.0,0.5004882087084591,0.0,0.0,0.0,0.0,0.0
22.34,0.0,0.0,0.0,124.57092079693668,0.0,0.0,0.5050383664268255,0.0,0.0,0.0,0.0,0.0
22.345,0.0,0.0,0.0,124.3512216005687,0.0,0.0,0.5012310221373135,0.0,0.0,0.0,0.0,0.0
22.35,0.0,0.0,0.0,124.61608620170871,0.0,0.0,0.49628835398698945,0.0,0.0,0.0,0.0,0.0
22.355,0.0,0.0,0.0,124.47231779708585,0.0,0.0,0.4991137934608272,0.0,0.0,0.0,0.0,0.0
22.36,0.0,0.0,0.0,124.91290559815037,0.0,0.0,0.49059015516353305,0.0,0.0,0.0,0.0,0.0
22.365000000000002,0.0,0.0,0.0,124.61574579189507,0.0,0.0,0.5228529517094728,0.0,0.0,0.0,0.0,0.0
22.37,0.0,0.0,0.0,124.89115372810015,0.0,0.0,0.4925357382668136,0.0,0.0,0.0,0.0,0.0
22.375,0.0,0.0,0.0,124.84710202312235,0.0,0.0,0.491273678693527,0.0,0.0,0.0,0.0,0.0
22.38,0.0,0.0,0.0,125.38806781046947,0.0,0.0,0.4964761922765291,0.0,0.0,0.0,0.0,0.0
22.385,0.0,0.0,0.0,125.3557407793137,0.0,0.0,0.5106886905398293,0.0,0.0,0.0,0.0,0.0
22.39,0.0,0.0,0.0,125.0061287257864,0.0,0.0,0.5092501307169063,0.0,0.0,0.0,0.0,0.0
22.395,0.0,0.0,0.0,125.14998406425774,0.0,0.0,0.5020162794110301,0.0,0.0,0.0,0.0,0.0
22.400000000000002,0.0,0.0,0.0,125.18362497729326,0.0,0.0,0.4978805939811652,0.0,0.0,0.0,0.0,0.0
22.405,0.0,0.0,0.0,125.5919095461212,0.0,0.0,0.5115464216152533,0.0,0.0,0.0,0.0,0.0
22.41,0.0,0.0,0.0,125.6748798450796,0.0,0.0,0.4939522721943357,0.0,0.0,0.0,0.0,0.0
22.415,0.0,0.0,0.0,125.29492645711066,0.0,0.0,0.48295822281094747,0.0,0.0,0.0,0.0,0.0
22.42,0.0,0.0,0.0,125.36468386353141,0.0,0.0,0.5076151945690651,0.0,0.0,0.0,0.0,0.0
22.425,0.0,0.0,0.0,125.9338199753268,0.0,0.0,0.5112699858833026,0.0,0.0,0.0,0.0,0.0
22.43,0.0,0.0,0.0,125.62765862016117,0.0,0.0,0.4889191740617521,0.0,0.0,0.0,0.0,0.0
22.435,0.0,0.0,0.0,126.04858337366836,0.0,0.0,0.49264674258136126,0.0,0.0,0.0,0.0,0.0
22.44,0.0,0.0,0.0,125.85316736836143,0.0,0.0,0.5060351636479031,0.0,0.0,0.0,0.0,0.0
22.445,0.0,0.0,0.0,125.56598114716672,0.0,0.0,0.4969765603906167,0.0,0.0,0.0,0.0,0.0
22.45,0.0,0.0,0.0,125.41285241666733,0.0,0.0,0.5081717947829395,0.0,0.0,0.0,0.0,0.0
22.455000000000002,0.0,0.0,0.0,126.18982422188306,0.0,0.0,0.5061726037800726,0.0,0.0,0.0,0.0,0.0
22.46,0.0,0.0,0.0,126.00111330882277,0.0,0.0,0.49785888484673396,0.0,0.0,0.0,0.0,0.0
22.465,0.0,0.0,0.0,126.21205032107656,0.0,0.0,0.49452757719697477,0.0,0.0,0.0,0.0,0.0
22.47,0.0,0.0,0.0,125.60111728768992,0.0,0.0,0.48415158702943306,0.0,0.0,0.0,0.0,0.0
22.475,0.0,0.0,0.0,126.65715074828915,0.0,0.0,0.4829378745650756,0.0,0.0,0.0,0.0,0.0
22.48,0.0,0.0,0.0,126.29659101120889,0.0,0.0,0.5106927044539135,0.0,0.0,0.0,0.0,0.0
22.485,0.0,0.0,0.0,126.5450428758508,0.0,0.0,0.4971554353837001,0.0,0.0,0.0,0.0,0.0
22.490000000000002,0.0,0.0,0.0,126.64026743601084,0.0,0.0,0.4876489524560815,0.0,0.0,0.0,0.0,0.0
22.495,0.0,0.0,0.0,126.36436792504357,0.0,0.0,0.507298319106372,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,126.41775822182473,0.0,0.0,0.4899496639488282,0.0,0.0,0.0,0.0,0.0
22.505,0.0,0.0,0.0,126.14394391865633,0.0,0.0,0.5065400923381222,0.0,0.0,0.0,0.0,0.0
22.51,0.0,0.0,0.0,126.2844268961167,0.0,0.0,0.4967159474374592,0.0,0.0,0.0,0.0,0.0
22.515,0.0,0.0,0.0,126.41525474630124,0.0,0.0,0.49358731239400205,0.0,0.0,0.0,0.0,0.0
22.52,0.0,0.0,0.0,126.26986961537432,0.0,0.0,0.49947785978742865,0.0,0.0,0.0,0.0,0.0
22.525000000000002,0.0,0.0,0.0,126.46599006838225,0.0,0.0,0.47821840290256784,0.0,0.0,0.0,0.0,0.0
22.53,0.0,0.0,0.0,127.59340991265265,0.0,0.0,0.5025680331483062,0.0,0.0,0.0,0.0,0.0
22.535,0.0,0.0,0.0,126.51398180749023,0.0,0.0,0.4995397905053788,0.0,0.0,0.0,0.0,0.0
22.54,0.0,0.0,0.0,126.878306332786,0.0,0.0,0.5043243739504792,0.0,0.0,0.0,0.0,0.0
22.545,0.0,0.0,0.0,126.58265360328062,0.0,0.0,0.47513610583424515,0.0,0.0,0.0,0.0,0.0
22.55,0.0,0.0,0.0,126.65214170660066,0.0,0.0,0.505305221997493,0.0,0.0,0.0,0.0,0.0
22.555,0.0,0.0,0.0,127.28213653899225,0.0,0.0,0.4888766233036548,0.0,0.0,0.0,0.0,0.0
22.56,0.0,0.0,0.0,127.25264945291268,0.0,0.0,0.49986023052974415,0.0,0.0,0.0,0.0,0.0
22.565,0.0,0.0,0.0,127.37648738505928,0.0,0.0,0.5078560609986149,0.0,0.0,0.0,0.0,0.0
22.57,0.0,0.0,0.0,127.73912119195978,0.0,0.0,0.4954102211489232,0.0,0.0,0.0,0.0,0.0
22.575,0.0,0.0,0.0,127.61514662306061,0.0,0.0,0.5076707317631117,0.0,0.0,0.0,0.0,0.0
22.580000000000002,0.0,0.0,0.0,127.02044779758046,0.0,0.0,0.5115300563782123,0.0,0.0,0.0,0.0,0.0
22.585,0.0,0.0,0.0,127.13399374195234,0.0,0.0,0.4991836473594311,0.0,0.0,0.0,0.0,0.0
22.59,0.0,0.0,0.0,126.5884873743527,0.0,0.0,0.4859406077077902,0.0,0.0,0.0,0.0,0.0
22.595,0.0,0.0,0.0,127.68010255107488,0.0,0.0,0.4949252534131882,0.0,0.0,0.0,0.0,0.0
22.6,0.0,0.0,0.0,127.2999102697403,0.0,0.0,0.5061194333775014,0.0,0.0,0.0,0.0,0.0
22.605,0.0,0.0,0.0,126.7702356564608,0.0,0.0,0.4942181586643877,0.0,0.0,0.0,0.0,0.0
22.61,0.0,0.0,0.0,127.74713029321953,0.0,0.0,0.49166933152661735,0.0,0.0,0.0,0.0,0.0
22.615000000000002,0.0,0.0,0.0,127.69317019898732,0.0,0.0,0.5016101111185735,0.0,0.0,0.0,0.0,0.0
22.62,0.0,0.0,0.0,127.53898507319326,0.0,0.0,0.49321364483787555,0.0,0.0,0.0,0.0,0.0
22.625,0.0,0.0,0.0,127.69153477542899,0.0,0.0,0.4996031820813047,0.0,0.0,0.0,0.0,0.0
22.63,0.0,0.0,0.0,128.3275155586602,0.0,0.0,0.49088515481822226,0.0,0.0,0.0,0.0,0.0
22.635,0.0,0.0,0.0,128.07919929183623,0.0,0.0,0.4858453305796172,0.0,0.0,0.0,0.0,0.0
22.64,0.0,0.0,0.0,127.93118327664604,0.0,0.0,0.4961893245192271,0.0,0.0,0.0,0.0,0.0
22.645,0.0,0.0,0.0,128.02820693649133,0.0,0.0,0.49941827725215204,0.0,0.0,0.0,0.0,0.0
22.650000000000002,0.0,0.0,0.0,127.93379501699106,0.0,0.0,0.496330917814315,0.0,0.0,0.0,0.0,0.0
22.655,0.0,0.0,0.0,128.01262791865952,0.0,0.0,0.5068880169054603,0.0,0.0,0.0,0.0,0.0
22.66,0.0,0.0,0.0,128.76125510553803,0.0,0.0,0.5034257060264254,0.0,0.0,0.0,0.0,0.0
22.665,0.0,0.0,0.0,128.33337107182535,0.0,0.0,0.4932849796702986,0.0,0.0,0.0,0.0,0.0
22.67,0.0,0.0,0.0,127.71440864700064,0.0,0.0,0.509778470803376,0.0,0.0,0.0,0.0,0.0
22.675,0.0,0.0,0.0,128.3104796050254,0.0,0.0,0.5037896981497623,0.0,0.0,0.0,0.0,0.0
22.68,0.0,0.0,0.0,128.74148611865903,0.0,0.0,0.5110175760802862,0.0,0.0,0.0,0.0,0.0
22.685,0.0,0.0,0.0,128.1350475551537,0.0,0.0,0.49846880313383124,0.0,0.0,0.0,0.0,0.0
22.69,0.0,0.0,0.0,128.37535308041197,0.0,0.0,0.4947234616923915,0.0,0.0,0.0,0.0,0.0
22.695,0.0,0.0,0.0,128.47052923701875,0.0,0.0,0.4968078511440925,0.0,0.0,0.0,0.0,0.0
22.7,0.0,0.0,0.0,129.47180164790183,0.0,0.0,0.5061356532409819,0.0,0.0,0.0,0.0,0.0
22.705000000000002,0.0,0.0,0.0,128.82049537575062,0.0,0.0,0.4976962431314797,0.0,0.0,0.0,0.0,0.0
22.71,0.0,0.0,0.0,128.36673172548652,0.0,0.0,0.48070687091841136,0.0,0.0,0.0,0.0,0.0
